code,ts_code,name,industry,select_date,close,score,score_base,news_proxy_boost,volume_ratio,turnover,main_net_inflow,drawdown_from_high,market_style,regime,factor_volume_ratio,factor_drawdown,factor_inflow,factor_turnover,factor_sector,factor_pattern,factor_counter_trend,factor_wyckoff,factor_accel,pre_threshold_rank,candidate_rank,variant,selected
600988,600988.SH,赤峰黄金,黄金,20250102,16.24,81.33768219493183,73.28947705609191,8.048205138839924,2.58,4.0708,25985.26,7.093821510297495,bear,BEAR_BOUNCE,68.36855328242648,84.89702517162492,100.0,80.0,80.48205138839924,63.33333333333333,100.0,66.93396184395039,0.0,1,1,A_recovered_proxy_vr1.5,True
600988,600988.SH,赤峰黄金,黄金,20250102,16.24,77.9210993945497,71.23952737586262,6.681572018687072,2.58,4.0708,25985.26,7.093821510297495,bear,BEAR_BOUNCE,68.36855328242648,84.89702517162492,100.0,80.0,66.81572018687072,63.33333333333333,100.0,66.93396184395039,0.0,1,1,A_recovered_proxy_vr1.2,True
2129,002129.SZ,TCL中环,电气设备,20250226,9.45,62.95671003061841,54.35351813195561,8.603191898662798,2.01,3.0147,13752.06,0.5263157894736916,weak_momentum,BULL_TREND,50.35977507021019,7.017543859649221,100.0,40.0,86.03191898662797,63.33333333333333,0.0,65.90661395736876,0.0,1,1,A_recovered_proxy_vr1.5,True
2745,002745.SZ,木林森,元器件,20250226,9.35,55.99502280390375,55.99502280390375,0.0,2.76,9.3605,6360.28,3.3092037228541917,weak_momentum,BULL_TREND,73.23341335017221,100.0,63.6028,65.0,57.00460151203981,0.0,0.0,65.07211049714635,0.0,2,2,A_recovered_proxy_vr1.5,True
601929,601929.SH,吉视传媒,影视音像,20250226,2.17,52.40177973308451,46.56570592711328,5.836073805971235,1.56,8.468,10788.7,7.659574468085113,weak_momentum,BULL_TREND,32.07730145437618,100.0,100.0,60.0,58.360738059712354,0.0,0.0,0.0,0.0,3,3,A_recovered_proxy_vr1.5,True
2745,002745.SZ,木林森,元器件,20250226,9.35,55.99502280390375,55.99502280390375,0.0,2.76,9.3605,6360.28,3.3092037228541917,weak_momentum,BULL_TREND,73.23341335017221,100.0,63.6028,65.0,57.00460151203981,0.0,0.0,65.07211049714635,0.0,1,1,B_pure_quant_vr1.5,True
2129,002129.SZ,TCL中环,电气设备,20250226,9.45,54.35351813195561,54.35351813195561,0.0,2.01,3.0147,13752.06,0.5263157894736916,weak_momentum,BULL_TREND,50.35977507021019,7.017543859649221,100.0,40.0,86.03191898662797,63.33333333333333,0.0,65.90661395736876,0.0,2,2,B_pure_quant_vr1.5,True
2043,002043.SZ,兔宝宝,其他建材,20250226,10.73,51.01185823623269,51.01185823623269,0.0,2.98,3.5874,3430.8,4.2818911685994685,weak_momentum,BULL_TREND,78.76561653437184,100.0,34.308,80.0,31.28120495013476,33.33333333333333,0.0,71.08485564593357,0.0,3,3,B_pure_quant_vr1.5,True
2050,002050.SZ,三花智控,家用电器,20250226,34.72,60.99137971373592,60.99137971373592,0.0,1.24,5.472,61578.13,6.060606060606066,weak_momentum,BULL_TREND,15.517006030607524,100.0,100.0,100.0,54.03784012108023,0.0,0.0,37.05435193988501,100.0,1,1,A_recovered_proxy_vr1.2,True
2129,002129.SZ,TCL中环,电气设备,20250226,9.45,59.93446840443682,52.54017315624666,7.394295248190161,2.01,3.0147,13752.06,0.5263157894736916,weak_momentum,BULL_TREND,50.35977507021019,7.017543859649221,100.0,40.0,73.94295248190161,63.33333333333333,0.0,65.90661395736876,0.0,2,2,A_recovered_proxy_vr1.2,True
601099,601099.SH,太平洋,证券,20250226,4.17,59.35030935808653,53.69646609636264,5.653843261723886,1.4,3.9419,35238.17,3.0232558139534857,weak_momentum,BULL_TREND,24.27134135851208,100.0,100.0,65.0,56.53843261723886,30.0,0.0,45.5,0.0,3,3,A_recovered_proxy_vr1.2,True
2050,002050.SZ,三花智控,家用电器,20250226,34.72,60.99137971373592,60.99137971373592,0.0,1.24,5.472,61578.13,6.060606060606066,weak_momentum,BULL_TREND,15.517006030607524,100.0,100.0,100.0,54.03784012108023,0.0,0.0,37.05435193988501,100.0,1,1,D_pure_quant_vr1.2,True
2745,002745.SZ,木林森,元器件,20250226,9.35,54.41338022096454,54.41338022096454,0.0,2.76,9.3605,6360.28,3.3092037228541917,weak_momentum,BULL_TREND,73.23341335017221,100.0,63.6028,65.0,46.4603176257784,0.0,0.0,65.07211049714635,0.0,2,2,D_pure_quant_vr1.2,True
601099,601099.SH,太平洋,证券,20250226,4.17,53.69646609636264,53.69646609636264,0.0,1.4,3.9419,35238.17,3.0232558139534857,weak_momentum,BULL_TREND,24.27134135851208,100.0,100.0,65.0,56.53843261723886,30.0,0.0,45.5,0.0,3,3,D_pure_quant_vr1.2,True
2050,002050.SZ,三花智控,家用电器,20250226,34.72,52.88570369557388,52.88570369557388,0.0,1.24,5.472,61578.13,6.060606060606066,weak_momentum,BULL_TREND,15.517006030607524,100.0,100.0,100.0,54.03784012108023,0.0,0.0,37.05435193988501,100.0,1,1,E_ablate_sector_vr1.2,True
2745,002745.SZ,木林森,元器件,20250226,9.35,47.44433257709778,47.44433257709778,0.0,2.76,9.3605,6360.28,3.3092037228541917,weak_momentum,BULL_TREND,73.23341335017221,100.0,63.6028,65.0,46.4603176257784,0.0,0.0,65.07211049714635,0.0,2,2,E_ablate_sector_vr1.2,True
2043,002043.SZ,兔宝宝,其他建材,20250226,10.73,46.31967749371248,46.31967749371248,0.0,2.98,3.5874,3430.8,4.2818911685994685,weak_momentum,BULL_TREND,78.76561653437184,100.0,34.308,80.0,29.74426643627445,33.33333333333333,0.0,71.08485564593357,0.0,3,3,E_ablate_sector_vr1.2,True
600810,600810.SH,神马股份,化纤,20250226,8.57,49.31967877723388,49.31967877723388,0.0,4.35,5.2153,-2097.47,4.777777777777774,weak_momentum,BULL_TREND,100.0,100.0,0.0,100.0,31.99402645427393,0.0,0.0,83.4704987272853,0.0,1,1,E_ablate_inflow_vr1.2,True
600963,600963.SH,岳阳林纸,造纸,20250226,4.92,46.84867364706142,46.84867364706142,0.0,3.01,3.5202,2073.28,4.093567251461987,weak_momentum,BULL_TREND,79.48817434924887,100.0,20.7328,80.0,48.47487205752937,20.0,0.0,71.02811124029789,0.0,2,2,E_ablate_inflow_vr1.2,True
601500,601500.SH,通用股份,汽车配件,20250226,5.57,45.08541011312536,45.08541011312536,0.0,2.57,5.8723,-1457.6,4.459691252144079,weak_momentum,BULL_TREND,68.08841797095766,100.0,0.0,65.0,35.87858980085138,53.333333333333336,0.0,77.15794853791556,0.0,3,3,E_ablate_inflow_vr1.2,True
2050,002050.SZ,三花智控,家用电器,20250226,34.72,55.43322692275317,55.43322692275317,0.0,1.24,5.472,61578.13,6.060606060606066,weak_momentum,BULL_TREND,15.517006030607524,100.0,100.0,100.0,54.03784012108023,0.0,0.0,37.05435193988501,100.0,1,1,E_ablate_wyckoff_vr1.2,True
601099,601099.SH,太平洋,证券,20250226,4.17,46.87146609636264,46.87146609636264,0.0,1.4,3.9419,35238.17,3.0232558139534857,weak_momentum,BULL_TREND,24.27134135851208,100.0,100.0,65.0,56.53843261723886,30.0,0.0,45.5,0.0,2,2,E_ablate_wyckoff_vr1.2,True
601929,601929.SH,吉视传媒,影视音像,20250226,2.17,45.60513952885822,45.60513952885822,0.0,1.56,8.468,10788.7,7.659574468085113,weak_momentum,BULL_TREND,32.07730145437618,100.0,100.0,60.0,51.95696207134526,0.0,0.0,0.0,0.0,3,3,E_ablate_wyckoff_vr1.2,True
2745,002745.SZ,木林森,元器件,20250226,9.35,54.41338022096454,54.41338022096454,0.0,2.76,9.3605,6360.28,3.3092037228541917,weak_momentum,BULL_TREND,73.23341335017221,100.0,63.6028,65.0,46.4603176257784,0.0,0.0,65.07211049714635,0.0,1,1,E_ablate_accel_vr1.2,True
601099,601099.SH,太平洋,证券,20250226,4.17,53.69646609636264,53.69646609636264,0.0,1.4,3.9419,35238.17,3.0232558139534857,weak_momentum,BULL_TREND,24.27134135851208,100.0,100.0,65.0,56.53843261723886,30.0,0.0,45.5,0.0,2,2,E_ablate_accel_vr1.2,True
2129,002129.SZ,TCL中环,电气设备,20250226,9.45,52.54017315624666,52.54017315624666,0.0,2.01,3.0147,13752.06,0.5263157894736916,weak_momentum,BULL_TREND,50.35977507021019,7.017543859649221,100.0,40.0,73.94295248190161,63.33333333333333,0.0,65.90661395736876,0.0,3,3,E_ablate_accel_vr1.2,True
