code,ts_code,name,industry,select_date,close,score,score_base,news_proxy_boost,volume_ratio,turnover,main_net_inflow,drawdown_from_high,market_style,regime,factor_volume_ratio,factor_drawdown,factor_inflow,factor_turnover,factor_sector,factor_pattern,factor_counter_trend,factor_wyckoff,factor_accel,pre_threshold_rank,candidate_rank,variant,selected
000977,000977.SZ,浪潮信息,IT设备,20260407,59.47,80.15401199621833,70.48059283680901,9.673419159409315,1.93,4.0623,66743.25,8.28192473781617,sideways,BEAR_BOUNCE_OVERRIDE,47.430042374667785,100.0,100.0,80.0,96.73419159409315,63.33333333333333,0.0,58.90990090501215,0.0,1,1,A_recovered_proxy_vr1.5,True
301511,301511.SZ,德福科技,电气设备,20260408,41.19,72.26138246800451,63.166468993876876,9.094913474127637,1.41,9.7095,15155.82,3.082352941176476,momentum,BULL_PULLBACK_OVERRIDE,24.78475813120344,99.50588235294114,100.0,100.0,90.94913474127637,33.33333333333333,0.0,46.416734239803084,0.0,1,1,A_recovered_proxy_vr1.2,True
000938,000938.SZ,紫光股份,IT设备,20260408,26.46,69.44043305587412,59.90006745497711,9.540365600897013,1.32,4.37,34163.37,4.648648648648646,momentum,BULL_PULLBACK_OVERRIDE,20.02689647918644,90.10810810810813,100.0,80.0,95.40365600897013,20.0,0.0,38.044909704943024,0.0,2,2,A_recovered_proxy_vr1.2,True
603202,603202.SH,天有为,汽车配件,20260408,96.59,67.2633114020171,67.2633114020171,0.0,3.25,7.8291,8023.95,0.08275576704251401,momentum,BULL_PULLBACK_OVERRIDE,85.02198590705461,100.0,80.23949999999999,80.0,74.09097983348136,43.333333333333336,0.0,74.7725088259596,0.0,1,1,D_pure_quant_vr1.2,True
603202,603202.SH,天有为,汽车配件,20260408,96.59,67.2633114020171,67.2633114020171,0.0,3.25,7.8291,8023.95,0.08275576704251401,momentum,BULL_PULLBACK_OVERRIDE,85.02198590705461,100.0,80.23949999999999,80.0,74.09097983348136,43.333333333333336,0.0,74.7725088259596,0.0,1,1,E_ablate_accel_vr1.2,True
603936,603936.SH,博敏电子,元器件,20260422,16.51,65.91707729628799,57.7340387044561,8.183038591831888,1.65,10.8718,8557.29,1.13772455089819,momentum,BULL_PULLBACK,36.12330122355455,100.0,85.5729,80.0,81.83038591831888,33.33333333333333,0.0,31.682196705924714,0.0,1,1,A_recovered_proxy_vr1.5,True
603936,603936.SH,博敏电子,元器件,20260422,16.51,65.69584010312232,57.58654724234566,8.109292860776668,1.65,10.8718,8557.29,1.13772455089819,momentum,BULL_PULLBACK,36.12330122355455,100.0,85.5729,80.0,81.09292860776667,33.33333333333333,0.0,31.682196705924714,0.0,1,1,A_recovered_proxy_vr1.2,True
002222,002222.SZ,福晶科技,元器件,20260422,98.34,62.88316157469398,54.77386871391731,8.109292860776668,1.29,7.7503,37901.47,2.246520874751482,momentum,BULL_PULLBACK,18.368553282426472,100.0,100.0,65.0,81.09292860776667,30.0,0.0,10.5,0.0,2,2,A_recovered_proxy_vr1.2,True
301042,301042.SZ,安联锐视,IT设备,20260423,98.3,72.4551388085229,65.23180199337536,7.223336815147554,2.64,6.0546,11083.2,2.663630062382412,momentum,BULL_PULLBACK,70.02689647918643,100.0,100.0,40.0,72.23336815147553,0.0,0.0,82.81093891202278,0.0,1,1,A_recovered_proxy_vr1.5,True
000938,000938.SZ,紫光股份,IT设备,20260423,31.2,68.06210836021131,60.838771545063764,7.223336815147554,1.98,11.177,118927.13,1.917635963533478,momentum,BULL_PULLBACK,49.27502151524424,100.0,100.0,80.0,72.23336815147553,10.0,0.0,45.00844687482022,0.0,2,2,A_recovered_proxy_vr1.5,True
301042,301042.SZ,安联锐视,IT设备,20260423,98.3,65.23180199337536,65.23180199337536,0.0,2.64,6.0546,11083.2,2.663630062382412,momentum,BULL_PULLBACK,70.02689647918643,100.0,100.0,40.0,72.23336815147553,0.0,0.0,82.81093891202278,0.0,1,1,B_pure_quant_vr1.5,True
000938,000938.SZ,紫光股份,IT设备,20260423,31.2,60.838771545063764,60.838771545063764,0.0,1.98,11.177,118927.13,1.917635963533478,momentum,BULL_PULLBACK,49.27502151524424,100.0,100.0,80.0,72.23336815147553,10.0,0.0,45.00844687482022,0.0,2,2,B_pure_quant_vr1.5,True
301042,301042.SZ,安联锐视,IT设备,20260423,98.3,71.45233257892504,64.56326450697678,6.889068071948265,2.64,6.0546,11083.2,2.663630062382412,momentum,BULL_PULLBACK,70.02689647918643,100.0,100.0,40.0,68.89068071948265,0.0,0.0,82.81093891202278,0.0,1,1,A_recovered_proxy_vr1.2,True
000938,000938.SZ,紫光股份,IT设备,20260423,31.2,67.05930213061345,60.17023405866519,6.889068071948265,1.98,11.177,118927.13,1.917635963533478,momentum,BULL_PULLBACK,49.27502151524424,100.0,100.0,80.0,68.89068071948265,10.0,0.0,45.00844687482022,0.0,2,2,A_recovered_proxy_vr1.2,True
301042,301042.SZ,安联锐视,IT设备,20260423,98.3,64.56326450697678,64.56326450697678,0.0,2.64,6.0546,11083.2,2.663630062382412,momentum,BULL_PULLBACK,70.02689647918643,100.0,100.0,40.0,68.89068071948265,0.0,0.0,82.81093891202278,0.0,1,1,D_pure_quant_vr1.2,True
000938,000938.SZ,紫光股份,IT设备,20260423,31.2,60.17023405866519,60.17023405866519,0.0,1.98,11.177,118927.13,1.917635963533478,momentum,BULL_PULLBACK,49.27502151524424,100.0,100.0,80.0,68.89068071948265,10.0,0.0,45.00844687482022,0.0,2,2,D_pure_quant_vr1.2,True
301042,301042.SZ,安联锐视,IT设备,20260423,98.3,64.56326450697678,64.56326450697678,0.0,2.64,6.0546,11083.2,2.663630062382412,momentum,BULL_PULLBACK,70.02689647918643,100.0,100.0,40.0,68.89068071948265,0.0,0.0,82.81093891202278,0.0,1,1,E_ablate_accel_vr1.2,True
000938,000938.SZ,紫光股份,IT设备,20260423,31.2,60.17023405866519,60.17023405866519,0.0,1.98,11.177,118927.13,1.917635963533478,momentum,BULL_PULLBACK,49.27502151524424,100.0,100.0,80.0,68.89068071948265,10.0,0.0,45.00844687482022,0.0,2,2,E_ablate_accel_vr1.2,True
600120,600120.SH,浙江东方,多元金融,20260424,5.88,60.892556307219095,60.892556307219095,0.0,2.57,3.9209,10522.39,2.325581395348832,weak_momentum,BULL_PULLBACK,68.08841797095766,79.76744186046497,100.0,80.0,34.10355947768655,53.333333333333336,0.0,75.5,0.0,1,1,A_recovered_proxy_vr1.5,True
600120,600120.SH,浙江东方,多元金融,20260424,5.88,60.892556307219095,60.892556307219095,0.0,2.57,3.9209,10522.39,2.325581395348832,weak_momentum,BULL_PULLBACK,68.08841797095766,79.76744186046497,100.0,80.0,34.10355947768655,53.333333333333336,0.0,75.5,0.0,1,1,B_pure_quant_vr1.5,True
600691,600691.SH,潞化科技,农药化肥,20260424,3.38,60.19980404739393,54.66167941050622,5.538124636887713,2.41,6.2277,3907.94,11.052631578947366,weak_momentum,BULL_PULLBACK,63.45165732276185,100.0,39.0794,80.0,55.38124636887713,33.33333333333333,0.0,80.90523460062472,0.0,1,1,A_recovered_proxy_vr1.2,True
601890,601890.SH,亚星锚链,船舶,20260428,10.85,58.83164184278708,53.52380503108431,5.3078368117027726,1.72,8.869,7589.6,4.405286343612335,weak_momentum,BULL_TREND,39.12042824636866,100.0,75.896,60.0,53.07836811702772,0.0,0.0,73.551370510499,0.0,1,1,A_recovered_proxy_vr1.5,True
600830,600830.SH,香溢融通,多元金融,20260428,10.01,56.05780644207158,56.05780644207158,0.0,5.91,9.7862,2253.44,4.302103250478021,weak_momentum,BULL_TREND,100.0,100.0,22.5344,60.0,51.811680541446016,10.0,0.0,91.53241573903117,0.0,2,2,A_recovered_proxy_vr1.5,True
301031,301031.SZ,中熔电气,电气设备,20260428,165.41,51.412247229909234,45.54500734777909,5.867239882130142,1.94,9.4743,1927.82,3.4834869879799273,weak_momentum,BULL_TREND,47.802832620620144,100.0,19.2782,80.0,58.672398821301414,20.0,0.0,60.69097754327241,0.0,3,3,A_recovered_proxy_vr1.5,True
600830,600830.SH,香溢融通,多元金融,20260428,10.01,56.05780644207158,56.05780644207158,0.0,5.91,9.7862,2253.44,4.302103250478021,weak_momentum,BULL_TREND,100.0,100.0,22.5344,60.0,51.811680541446016,10.0,0.0,91.53241573903117,0.0,1,1,B_pure_quant_vr1.5,True
601890,601890.SH,亚星锚链,船舶,20260428,10.85,53.52380503108431,53.52380503108431,0.0,1.72,8.869,7589.6,4.405286343612335,weak_momentum,BULL_TREND,39.12042824636866,100.0,75.896,60.0,53.07836811702772,0.0,0.0,73.551370510499,0.0,2,2,B_pure_quant_vr1.5,True
