code,ts_code,name,industry,select_date,close,score,score_base,news_proxy_boost,volume_ratio,turnover,main_net_inflow,drawdown_from_high,market_style,regime,factor_volume_ratio,factor_drawdown,factor_inflow,factor_turnover,factor_sector,factor_pattern,factor_counter_trend,factor_wyckoff,factor_accel,pre_threshold_rank,candidate_rank,variant,selected,failure_reason,buy_date,buy_price,exit_date_3d,return_3d,mae_3d,exit_date_5d,return_5d,mae_5d,exit_date_8d,return_8d,mae_8d
000977,000977.SZ,浪潮信息,IT设备,20260407,59.47,80.15401199621833,70.48059283680901,9.673419159409315,1.93,4.0623,66743.25,8.28192473781617,sideways,BEAR_BOUNCE_OVERRIDE,47.430042374667785,100.0,100.0,80.0,96.73419159409315,63.33333333333333,0.0,58.90990090501215,0.0,1,1,A_recovered_proxy_vr1.5,True,,20260408,60.66,20260410,11.275964391691407,-1.3188262446422683,20260414,12.08374546653479,-1.3188262446422683,20260417,12.47939333992747,-1.3188262446422683
301511,301511.SZ,德福科技,电气设备,20260408,41.19,72.26138246800451,63.166468993876876,9.094913474127637,1.41,9.7095,15155.82,3.082352941176476,momentum,BULL_PULLBACK_OVERRIDE,24.78475813120344,99.50588235294114,100.0,100.0,90.94913474127637,33.33333333333333,0.0,46.416734239803084,0.0,1,1,A_recovered_proxy_vr1.2,True,,20260409,40.85,20260413,11.138310893512848,-0.6119951040391647,20260415,15.201958384332936,-0.6119951040391647,20260420,29.40024479804162,-0.6119951040391647
000938,000938.SZ,紫光股份,IT设备,20260408,26.46,69.44043305587412,59.90006745497711,9.540365600897013,1.32,4.37,34163.37,4.648648648648646,momentum,BULL_PULLBACK_OVERRIDE,20.02689647918644,90.10810810810813,100.0,80.0,95.40365600897013,20.0,0.0,38.044909704943024,0.0,2,2,A_recovered_proxy_vr1.2,True,,20260409,26.16,20260413,7.9510703363914415,-0.4969418960244609,20260415,5.045871559633031,-0.4969418960244609,20260420,8.600917431192666,-0.4969418960244609
603202,603202.SH,天有为,汽车配件,20260408,96.59,67.2633114020171,67.2633114020171,0.0,3.25,7.8291,8023.95,0.08275576704251401,momentum,BULL_PULLBACK_OVERRIDE,85.02198590705461,100.0,80.23949999999999,80.0,74.09097983348136,43.333333333333336,0.0,74.7725088259596,0.0,1,1,D_pure_quant_vr1.2,True,,20260409,96.08,20260413,6.036636136552875,-1.1240632805994966,20260415,3.0391340549541956,-1.1240632805994966,20260420,-0.7493755203996644,-1.1240632805994966
603202,603202.SH,天有为,汽车配件,20260408,96.59,67.2633114020171,67.2633114020171,0.0,3.25,7.8291,8023.95,0.08275576704251401,momentum,BULL_PULLBACK_OVERRIDE,85.02198590705461,100.0,80.23949999999999,80.0,74.09097983348136,43.333333333333336,0.0,74.7725088259596,0.0,1,1,E_ablate_accel_vr1.2,True,,20260409,96.08,20260413,6.036636136552875,-1.1240632805994966,20260415,3.0391340549541956,-1.1240632805994966,20260420,-0.7493755203996644,-1.1240632805994966
603936,603936.SH,博敏电子,元器件,20260422,16.51,65.91707729628799,57.7340387044561,8.183038591831888,1.65,10.8718,8557.29,1.13772455089819,momentum,BULL_PULLBACK,36.12330122355455,100.0,85.5729,80.0,81.83038591831888,33.33333333333333,0.0,31.682196705924714,0.0,1,1,A_recovered_proxy_vr1.5,True,,20260423,16.48,20260427,-3.398058252427183,-5.64320388349514,20260429,-4.126213592233007,-9.40533980582524,20260507,9.1626213592233,-9.40533980582524
603936,603936.SH,博敏电子,元器件,20260422,16.51,65.69584010312232,57.58654724234566,8.109292860776668,1.65,10.8718,8557.29,1.13772455089819,momentum,BULL_PULLBACK,36.12330122355455,100.0,85.5729,80.0,81.09292860776667,33.33333333333333,0.0,31.682196705924714,0.0,1,1,A_recovered_proxy_vr1.2,True,,20260423,16.48,20260427,-3.398058252427183,-5.64320388349514,20260429,-4.126213592233007,-9.40533980582524,20260507,9.1626213592233,-9.40533980582524
002222,002222.SZ,福晶科技,元器件,20260422,98.34,62.88316157469398,54.77386871391731,8.109292860776668,1.29,7.7503,37901.47,2.246520874751482,momentum,BULL_PULLBACK,18.368553282426472,100.0,100.0,65.0,81.09292860776667,30.0,0.0,10.5,0.0,2,2,A_recovered_proxy_vr1.2,True,,20260423,97.89,20260427,-10.195116968025342,-10.716109919297168,20260429,-11.134947389927474,-13.16784145469404,20260507,0.520992951271837,-13.16784145469404
301042,301042.SZ,安联锐视,IT设备,20260423,98.3,72.4551388085229,65.23180199337536,7.223336815147554,2.64,6.0546,11083.2,2.663630062382412,momentum,BULL_PULLBACK,70.02689647918643,100.0,100.0,40.0,72.23336815147553,0.0,0.0,82.81093891202278,0.0,1,1,A_recovered_proxy_vr1.5,True,,20260424,98.22,20260428,7.483200977397675,-1.9547953573610277,20260430,10.242313174506211,-1.9547953573610277,20260508,6.780696395846064,-1.9547953573610277
000938,000938.SZ,紫光股份,IT设备,20260423,31.2,68.06210836021131,60.838771545063764,7.223336815147554,1.98,11.177,118927.13,1.917635963533478,momentum,BULL_PULLBACK,49.27502151524424,100.0,100.0,80.0,72.23336815147553,10.0,0.0,45.00844687482022,0.0,2,2,A_recovered_proxy_vr1.5,True,,20260424,30.88,20260428,2.26683937823835,-1.5220207253885953,20260430,3.5945595854922185,-1.5220207253885953,20260508,7.415803108808294,-1.5220207253885953
