code,ts_code,name,industry,select_date,close,score,score_base,news_proxy_boost,volume_ratio,turnover,main_net_inflow,drawdown_from_high,market_style,regime,factor_volume_ratio,factor_drawdown,factor_inflow,factor_turnover,factor_sector,factor_pattern,factor_counter_trend,factor_wyckoff,factor_accel,pre_threshold_rank,candidate_rank,variant,selected,failure_reason,buy_date,buy_price,exit_date_3d,return_3d,mae_3d,exit_date_5d,return_5d,mae_5d,exit_date_8d,return_8d,mae_8d
600111,600111.SH,北方稀土,小金属,20240307,19.59,73.8412916777855,65.97630113871388,7.864990539071622,2.78,3.0001,39171.0,3.497536945812812,weak_momentum,BULL_TREND,73.75424414743912,100.0,100.0,40.0,78.64990539071621,0.0,0.0,74.10452471993719,0.0,1,1,A_recovered_proxy_vr1.2,True,,20240308,19.5,20240312,0.9230769230769154,-1.2820512820512775,20240314,-0.10256410256409554,-1.2820512820512775,20240319,5.179487179487197,-1.8974358974359062
601456,601456.SH,国联民生,证券,20240307,11.41,71.10551840514964,65.45985114092822,5.645667264221414,3.45,6.5376,7794.84,4.598662207357865,weak_momentum,BULL_TREND,89.32981809454034,100.0,77.9484,100.0,56.45667264221414,53.333333333333336,0.0,65.96332575832258,0.0,2,2,A_recovered_proxy_vr1.2,True,,20240308,11.07,20240312,6.594399277326102,-0.09033423667569318,20240314,3.8843721770551065,-0.09033423667569318,20240319,4.787714543812105,-0.09033423667569318
000878,000878.SZ,云南铜业,铜,20240307,11.65,61.45229566744167,61.45229566744167,0.0,2.59,4.1976,9902.75,3.239202657807299,weak_momentum,BULL_TREND,68.64760489559146,100.0,99.0275,80.0,43.98917521728,0.0,0.0,71.54552433673966,0.0,3,3,A_recovered_proxy_vr1.2,True,,20240308,11.76,20240312,-1.7006802721088343,-2.2959183673469385,20240314,1.9557823129251695,-2.6360544217687076,20240319,13.180272108843539,-2.6360544217687076
600111,600111.SH,北方稀土,小金属,20240307,19.59,65.97630113871388,65.97630113871388,0.0,2.78,3.0001,39171.0,3.497536945812812,weak_momentum,BULL_TREND,73.75424414743912,100.0,100.0,40.0,78.64990539071621,0.0,0.0,74.10452471993719,0.0,1,1,D_pure_quant_vr1.2,True,,20240308,19.5,20240312,0.9230769230769154,-1.2820512820512775,20240314,-0.10256410256409554,-1.2820512820512775,20240319,5.179487179487197,-1.8974358974359062
601456,601456.SH,国联民生,证券,20240307,11.41,65.45985114092822,65.45985114092822,0.0,3.45,6.5376,7794.84,4.598662207357865,weak_momentum,BULL_TREND,89.32981809454034,100.0,77.9484,100.0,56.45667264221414,53.333333333333336,0.0,65.96332575832258,0.0,2,2,D_pure_quant_vr1.2,True,,20240308,11.07,20240312,6.594399277326102,-0.09033423667569318,20240314,3.8843721770551065,-0.09033423667569318,20240319,4.787714543812105,-0.09033423667569318
000878,000878.SZ,云南铜业,铜,20240307,11.65,61.45229566744167,61.45229566744167,0.0,2.59,4.1976,9902.75,3.239202657807299,weak_momentum,BULL_TREND,68.64760489559146,100.0,99.0275,80.0,43.98917521728,0.0,0.0,71.54552433673966,0.0,3,3,D_pure_quant_vr1.2,True,,20240308,11.76,20240312,-1.7006802721088343,-2.2959183673469385,20240314,1.9557823129251695,-2.6360544217687076,20240319,13.180272108843539,-2.6360544217687076
601456,601456.SH,国联民生,证券,20240307,11.41,56.991350244596106,56.991350244596106,0.0,3.45,6.5376,7794.84,4.598662207357865,weak_momentum,BULL_TREND,89.32981809454034,100.0,77.9484,100.0,56.45667264221414,53.333333333333336,0.0,65.96332575832258,0.0,1,1,E_ablate_sector_vr1.2,True,,20240308,11.07,20240312,6.594399277326102,-0.09033423667569318,20240314,3.8843721770551065,-0.09033423667569318,20240319,4.787714543812105,-0.09033423667569318
000878,000878.SZ,云南铜业,铜,20240307,11.65,54.85391938484967,54.85391938484967,0.0,2.59,4.1976,9902.75,3.239202657807299,weak_momentum,BULL_TREND,68.64760489559146,100.0,99.0275,80.0,43.98917521728,0.0,0.0,71.54552433673966,0.0,2,2,E_ablate_sector_vr1.2,True,,20240308,11.76,20240312,-1.7006802721088343,-2.2959183673469385,20240314,1.9557823129251695,-2.6360544217687076,20240319,13.180272108843539,-2.6360544217687076
600111,600111.SH,北方稀土,小金属,20240307,19.59,54.178815330106445,54.178815330106445,0.0,2.78,3.0001,39171.0,3.497536945812812,weak_momentum,BULL_TREND,73.75424414743912,100.0,100.0,40.0,78.64990539071621,0.0,0.0,74.10452471993719,0.0,3,3,E_ablate_sector_vr1.2,True,,20240308,19.5,20240312,0.9230769230769154,-1.2820512820512775,20240314,-0.10256410256409554,-1.2820512820512775,20240319,5.179487179487197,-1.8974358974359062
601456,601456.SH,国联民生,证券,20240307,11.41,51.433951961138355,51.433951961138355,0.0,3.45,6.5376,7794.84,4.598662207357865,weak_momentum,BULL_TREND,89.32981809454034,100.0,77.9484,100.0,56.48875811028169,53.333333333333336,0.0,65.96332575832258,0.0,1,1,E_ablate_inflow_vr1.2,True,,20240308,11.07,20240312,6.594399277326102,-0.09033423667569318,20240314,3.8843721770551065,-0.09033423667569318,20240319,4.787714543812105,-0.09033423667569318
