variant,period,horizon_days,signal_count,trade_count,matured_trade_count,win_rate_pct,avg_return_pct,median_return_pct,profit_loss_ratio,worst_mae_pct,cumulative_cohort_return_pct,max_equal_weight_drawdown_pct
E_ablate_inflow_vr1.2,all,5,127,126,126,33.33333333333333,-2.1866200763261583,-2.5307881773398986,0.7125850325301328,-27.70470937632584,-72.26032458098676,-72.68437057465323
E_ablate_inflow_vr1.2,all,8,127,126,126,27.77777777777778,-2.6322498796476097,-3.106190292119937,0.9075192384439537,-33.92023759015699,-72.79861203186181,-74.78816199116208
E_ablate_wyckoff_vr1.2,2023,3,163,161,161,47.20496894409938,-0.3131030376573746,-0.20618556701030855,0.9241259336151095,-24.819686041578283,-23.94867670725722,-24.04693423089126
E_ablate_wyckoff_vr1.2,2023,5,163,161,161,43.47826086956522,-0.5016958019077932,-0.9910802775024763,1.0502925597131807,-27.70470937632584,-39.887196912333444,-43.46713226502467
E_ablate_wyckoff_vr1.2,2023,8,163,161,161,40.993788819875775,-0.6845762210917704,-1.7964071856287345,1.0936043034190968,-33.92023759015699,-32.211369271930494,-47.26838820090175
E_ablate_wyckoff_vr1.2,all,3,163,161,161,47.20496894409938,-0.3131030376573746,-0.20618556701030855,0.9241259336151095,-24.819686041578283,-23.94867670725722,-24.04693423089126
E_ablate_wyckoff_vr1.2,all,5,163,161,161,43.47826086956522,-0.5016958019077932,-0.9910802775024763,1.0502925597131807,-27.70470937632584,-39.887196912333444,-43.46713226502467
E_ablate_wyckoff_vr1.2,all,8,163,161,161,40.993788819875775,-0.6845762210917704,-1.7964071856287345,1.0936043034190968,-33.92023759015699,-32.211369271930494,-47.26838820090175
E_ablate_accel_vr1.2,2023,3,214,210,210,47.14285714285714,-0.402179301801125,-0.22314080271283454,0.8787317871789544,-24.819686041578283,-31.413235275656692,-35.902000510710344
E_ablate_accel_vr1.2,2023,5,214,210,210,40.476190476190474,-0.908809285515102,-1.293061823870001,0.9863230096584642,-27.70470937632584,-58.97168902967728,-62.931208430115504
E_ablate_accel_vr1.2,2023,8,214,210,210,40.95238095238095,-0.9701064192251495,-2.0601234685456715,1.010098870145697,-33.92023759015699,-58.69537821024422,-66.72796802385714
E_ablate_accel_vr1.2,all,3,214,210,210,47.14285714285714,-0.402179301801125,-0.22314080271283454,0.8787317871789544,-24.819686041578283,-31.413235275656692,-35.902000510710344
E_ablate_accel_vr1.2,all,5,214,210,210,40.476190476190474,-0.908809285515102,-1.293061823870001,0.9863230096584642,-27.70470937632584,-58.97168902967728,-62.931208430115504
E_ablate_accel_vr1.2,all,8,214,210,210,40.95238095238095,-0.9701064192251495,-2.0601234685456715,1.010098870145697,-33.92023759015699,-58.69537821024422,-66.72796802385714
